# MANA Agent End State Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/9/2013, 6:44:40 AM
RandSeed= 853155175
ID,name,squad,subsquad,x,y,status,fuel,goalx,goaly,hits,state,trig_step,ammo1,ammo2,ammo3,ammo4,ammo5,ammo6
0,Minefield_agent,Minefield,0,15053.0,25799.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
1,Minefield_agent,Minefield,0,15161.0,25779.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
2,Minefield_agent,Minefield,0,15138.0,25739.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
3,Minefield_agent,Minefield,0,15064.0,25697.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
4,Minefield_agent,Minefield,0,15159.0,25441.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
5,Minefield_agent,Minefield,0,14858.0,25526.0,Active,1000,0,0,0,Taken Shot State (Pri),6499,0, 0, 0, 0, 0, 0
6,IED_agent,IED,0,15221.0,2952.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
7,AH64D_AttHel_agent,AH64D_AttHeli,0,14446.7,29705.6,Dead,480,2419,2853,2,Fuel Out State,16200,1154,8,2, 0, 0, 0
8,AH64D_AttHel_agent,AH64D_AttHeli,0,6037.4,10233.6,Injured,8875,2419,2853,1,Default State,13218,1140,7,23, 0, 0, 0
9,Bradley M2A3_agent,Bradley M2A3,0,11350.8,29107.4,Active,1000,15000,31569,0,Shot At State (Pri),15057,884,4396,5, 0, 0, 0
10,Bradley_Infa_agent,Bradley_Infantry,0,12606.6,26185.7,Dead,8600,13629,39556,1,Shot At State (Pri),8137,1136,1250,70,1, 0, 0
11,Bradley_Infa_agent,Bradley_Infantry,0,12612.9,26179.2,Dead,8600,13629,39556,1,Shot At State (Pri),7563,1153,1250,70,1, 0, 0
12,Bradley_Infa_agent,Bradley_Infantry,0,14520.3,32822.8,Dead,8600,13629,39556,1,Shot At State (Pri),13894,1153,1250,70,1, 0, 0
13,Bradley_Infa_agent,Bradley_Infantry,0,14684.6,32259.2,Dead,8600,13629,39556,1,Shot At State (Pri),13480,1160,1250,70,0, 0, 0
14,Bradley_Infa_agent,Bradley_Infantry,0,12613.3,26174.9,Dead,8600,13629,39556,1,Shot At State (Pri),7776,1134,1250,70,1, 0, 0
15,Bradley_Infa_agent,Bradley_Infantry,0,15584.6,2898.0,Dead,8600,13629,39556,1,Shot At State (Pri),284,1200,1250,70,1, 0, 0
16,Bradley_Infa_agent,Bradley_Infantry,0,15583.9,2897.7,Dead,8600,13629,39556,1,Shot At State (Pri),284,1200,1250,70,1, 0, 0
17,Red_Inf_Squa_agent,Red_Inf_Squad,0,14110.0,3231.0,Dead,8600,0,0,1,Shot At State (Pri),161,2000,3500,20,1, 0, 0
18,Red_Inf_Squa_agent,Red_Inf_Squad,1,13719.9,3061.5,Dead,8600,0,0,1,Shot At State (Pri),571,1986,3500,20,1, 0, 0
19,Red_Inf_Squa_agent,Red_Inf_Squad,2,15542.8,3280.7,Dead,8600,0,0,1,Shot At State (Sec),294,1954,3496,20,0, 0, 0
20,Red_Inf_Squa_agent,Red_Inf_Squad,3,15506.0,3015.2,Dead,8600,0,0,1,Shot At State (Sec),219,2000,3500,20,0, 0, 0
21,Red_Inf_Squa_agent,Red_Inf_Squad,4,15633.0,3505.8,Dead,8600,0,0,1,Shot At State (Pri),293,1998,3500,20,1, 0, 0
22,Red_Inf_Squa_agent,Red_Inf_Squad,5,14917.2,3282.6,Dead,8600,0,0,1,Shot At State (Pri),295,1992,3500,20,1, 0, 0
23,Red_Inf_Squa_agent,Red_Inf_Squad,6,14884.9,3915.1,Dead,8600,0,0,1,Shot At State (Pri),430,1943,3500,20,1, 0, 0
24,Red_Inf_Squa_agent,Red_Inf_Squad,0,14525.9,3153.6,Dead,8600,0,0,1,Shot At State (Pri),577,1895,3500,20,1, 0, 0
25,Red_Inf_Squa_agent,Red_Inf_Squad,1,14137.0,3076.0,Dead,8600,0,0,1,Shot At State (Pri),188,2000,3500,20,1, 0, 0
26,Red_Inf_Squa_agent,Red_Inf_Squad,2,15542.0,3274.8,Dead,8600,0,0,1,Shot At State (Sec),292,1954,3495,20,0, 0, 0
27,Red_Inf_Squa_agent,Red_Inf_Squad,3,16058.9,3006.7,Dead,8600,0,0,1,Shot At State (Sec),232,2000,3499,20,0, 0, 0
28,Red_Inf_Squa_agent,Red_Inf_Squad,4,15654.0,3506.7,Dead,8600,0,0,1,Shot At State (Sec),310,1995,3500,20,1, 0, 0
29,Red_Inf_Squa_agent,Red_Inf_Squad,5,14950.6,3368.2,Dead,8600,0,0,1,Shot At State (Pri),517,1978,3500,20,1, 0, 0
30,Red_Inf_Squa_agent,Red_Inf_Squad,6,14963.7,3516.4,Dead,8600,0,0,1,Shot At State (Pri),297,1993,3500,20,1, 0, 0
31,Red_Inf_Squa_agent,Red_Inf_Squad,0,14630.7,3206.0,Dead,8600,0,0,1,Shot At State (Pri),486,1952,3500,20,1, 0, 0
32,Red_Inf_Squa_agent,Red_Inf_Squad,1,13761.3,3059.8,Dead,8600,0,0,1,Shot At State (Pri),845,1950,3500,20,1, 0, 0
33,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13622.5,39753.2,Active,1000,13629,39937,0,Default State,10256,40,872,4398, 0, 0, 0
34,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13919.8,25601.2,Dead,1000,14798,24659,1,Squad Taken Shot State (Pri),9756,41,892,4400, 0, 0, 0
35,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13647.2,39027.6,Active,1000,13629,39937,0,Default State,10256,39,858,4398, 0, 0, 0
36,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13625.1,39527.3,Active,1000,13629,39937,0,Default State,10256,36,842,4400, 0, 0, 0
37,Company_HQ_agent,Company_HQ,0,28633.0,704.0,Active,999999,0,0,0,Default State,0, 0, 0, 0, 0, 0, 0
