# MANA Agent End State Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/24/2013, 8:47:59 PM
RandSeed= -1857707288
ID,name,squad,subsquad,x,y,status,fuel,goalx,goaly,hits,state,trig_step,ammo1,ammo2,ammo3,ammo4,ammo5,ammo6
0,Minefield_agent,Minefield,0,14855.0,25588.0,Active,1000,0,0,0,Default State,0,1, 0, 0, 0, 0, 0
1,Minefield_agent,Minefield,0,14987.0,25545.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
2,Minefield_agent,Minefield,0,15206.0,25409.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
3,Minefield_agent,Minefield,0,14939.0,25507.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
4,Minefield_agent,Minefield,0,14866.0,25416.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
5,Minefield_agent,Minefield,0,14948.0,25715.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
6,IED_agent,IED,0,15221.0,2952.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
7,AH64D_AttHel_agent,AH64D_AttHeli,0,28671.3,570.2,Injured,4884,2419,2853,1,Fuel Out State,16200,1150,8,3, 0, 0, 0
8,AH64D_AttHel_agent,AH64D_AttHeli,0,12663.3,25290.4,Dead,4884,2419,2853,2,Fuel Out State,16200,1170,2,1, 0, 0, 0
9,Bradley M2A3_agent,Bradley M2A3,0,14481.9,3124.9,Active,1000,15202,1965,0,Default State,2707,900,4400,5, 0, 0, 0
10,Bradley_Infa_agent,Bradley_Infantry,0,14481.9,3124.9,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,1745,1200,1250,70,1, 0, 0
11,Bradley_Infa_agent,Bradley_Infantry,0,14481.9,3124.9,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,1643,1200,1250,70,1, 0, 0
12,Bradley_Infa_agent,Bradley_Infantry,0,14481.9,3124.9,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,1413,1200,1250,70,1, 0, 0
13,Bradley_Infa_agent,Bradley_Infantry,0,14481.9,3124.9,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,2058,1200,1250,70,1, 0, 0
14,Bradley_Infa_agent,Bradley_Infantry,0,14481.9,3124.9,Active,8600,13629,39556,0,Default State,800,1200,1250,70,1, 0, 0
15,Bradley_Infa_agent,Bradley_Infantry,0,14481.9,3124.9,Active,8600,13629,39556,0,Default State,800,1200,1250,70,1, 0, 0
16,Bradley_Infa_agent,Bradley_Infantry,0,14481.9,3124.8,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,1879,1200,1250,70,1, 0, 0
17,Red_Inf_Squa_agent,Red_Inf_Squad,0,14013.0,3160.0,Dead,8600,0,0,1,Shot At State (Pri),243,2000,3500,20,1, 0, 0
18,Red_Inf_Squa_agent,Red_Inf_Squad,1,14087.7,3102.9,Dead,8600,0,0,1,Shot At State (Pri),1357,1915,3500,20,1, 0, 0
19,Red_Inf_Squa_agent,Red_Inf_Squad,2,15547.4,3278.8,Dead,8600,0,0,1,Shot At State (Pri),1309,1975,3500,20,1, 0, 0
20,Red_Inf_Squa_agent,Red_Inf_Squad,3,15911.3,2982.4,Dead,8600,0,0,1,Shot At State (Pri),1535,1831,3500,20,0, 0, 0
21,Red_Inf_Squa_agent,Red_Inf_Squad,4,15742.2,3518.3,Dead,8600,0,0,1,Shot At State (Pri),1576,1941,3500,20,1, 0, 0
22,Red_Inf_Squa_agent,Red_Inf_Squad,5,14986.0,3196.0,Dead,8600,0,0,1,Shot At State (Pri),201,2000,3500,20,1, 0, 0
23,Red_Inf_Squa_agent,Red_Inf_Squad,6,14925.9,3481.9,Dead,8600,0,0,1,Shot At State (Sec),366,2000,3500,20,1, 0, 0
24,Red_Inf_Squa_agent,Red_Inf_Squad,0,14704.3,3225.7,Dead,8600,0,0,1,Shot At State (Pri),294,2000,3500,20,1, 0, 0
25,Red_Inf_Squa_agent,Red_Inf_Squad,1,14168.0,3024.0,Dead,8600,0,0,1,Shot At State (Pri),356,2000,3500,20,1, 0, 0
26,Red_Inf_Squa_agent,Red_Inf_Squad,2,15539.6,3273.5,Dead,8600,0,0,1,Shot At State (Pri),1468,1968,3500,20,1, 0, 0
27,Red_Inf_Squa_agent,Red_Inf_Squad,3,16053.2,2985.9,Dead,8600,0,0,1,Shot At State (Pri),1092,1888,3500,20,1, 0, 0
28,Red_Inf_Squa_agent,Red_Inf_Squad,4,15694.0,3496.4,Dead,8600,0,0,1,Shot At State (Pri),1574,1895,3500,20,1, 0, 0
29,Red_Inf_Squa_agent,Red_Inf_Squad,5,14925.5,3328.9,Dead,8600,0,0,1,Shot At State (Pri),358,2000,3500,20,1, 0, 0
30,Red_Inf_Squa_agent,Red_Inf_Squad,6,14945.0,3919.7,Dead,8600,0,0,1,Shot At State (Pri),1452,1989,3500,20,1, 0, 0
31,Red_Inf_Squa_agent,Red_Inf_Squad,0,14475.5,3148.4,Dead,8600,0,0,1,Shot At State (Pri),489,2000,3500,20,1, 0, 0
32,Red_Inf_Squa_agent,Red_Inf_Squad,1,14084.6,3112.6,Dead,8600,0,0,1,Shot At State (Pri),547,1989,3500,20,1, 0, 0
33,M1A2 Abrams _agent,M1A2 Abrams Sep,0,14592.2,23009.1,Dead,1000,14798,24659,1,Squad Taken Shot State (Pri),14426,40,890,4400, 0, 0, 0
34,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13484.2,39801.6,Active,1000,13629,39937,0,Default State,14926,37,858,4388, 0, 0, 0
35,M1A2 Abrams _agent,M1A2 Abrams Sep,0,15076.4,27139.4,Dead,1000,15887,28273,1,Squad Taken Shot State (Pri),14426,41,880,4396, 0, 0, 0
36,M1A2 Abrams _agent,M1A2 Abrams Sep,0,14596.5,34558.9,Active,1000,14113,36640,0,Default State,14926,40,864,4392, 0, 0, 0
37,Company_HQ_agent,Company_HQ,0,28633.0,704.0,Active,999999,0,0,0,Default State,0, 0, 0, 0, 0, 0, 0
38,M109A6 155mm_agent,M109A6 155mm,0,28409.0,1132.0,Active,1000,0,0,0,Default State,0,1,2, 0, 0, 0, 0
39,RQ11 Raven_agent,RQ11 Raven,0,15147.2,30135.1,Dead,7848,2137,30935,5,Fuel Out State,13497, 0, 0, 0, 0, 0, 0
40,Bradley_Infa_agent,Bradley_Infantry,0,12525.0,17385.6,Active,8600,13548,39176,0,Default State,300,1200,1250,70,1, 0, 0
41,Bradley_Infa_agent,Bradley_Infantry,0,12525.0,17385.6,Active,8600,13548,39176,0,Default State,300,1200,1250,70,1, 0, 0
42,Bradley_Infa_agent,Bradley_Infantry,0,12525.0,17385.6,Active,8600,13548,39176,0,Default State,300,1200,1250,70,1, 0, 0
43,Bradley_Infa_agent,Bradley_Infantry,0,12525.0,17385.6,Active,8600,13548,39176,0,Default State,300,1200,1250,70,1, 0, 0
44,Bradley_Infa_agent,Bradley_Infantry,0,12525.0,17385.6,Active,8600,13548,39176,0,Default State,1598,1200,1250,70,0, 0, 0
45,Bradley_Infa_agent,Bradley_Infantry,0,12525.0,17385.6,Active,8600,13548,39176,0,Default State,1635,1200,1250,70,1, 0, 0
46,Bradley_Infa_agent,Bradley_Infantry,0,12525.0,17385.6,Active,8600,13548,39176,0,Default State,300,1200,1250,70,1, 0, 0
47,Bradley_Infa_agent,Bradley_Infantry,0,13803.6,5724.8,Active,8600,13548,39176,0,Default State,1588,1196,1250,70,1, 0, 0
48,Bradley_Infa_agent,Bradley_Infantry,0,13803.6,5724.8,Active,8600,13548,39176,0,Default State,378,1200,1250,70,1, 0, 0
49,Bradley_Infa_agent,Bradley_Infantry,0,13803.6,5724.8,Active,8600,13548,39176,0,Default State,1588,1198,1250,70,1, 0, 0
50,Bradley_Infa_agent,Bradley_Infantry,0,13803.6,5724.8,Active,8600,13548,39176,0,Default State,378,1200,1250,70,1, 0, 0
51,Bradley_Infa_agent,Bradley_Infantry,0,13803.6,5724.8,Active,8600,13548,39176,0,Default State,1682,1200,1250,70,0, 0, 0
52,Bradley_Infa_agent,Bradley_Infantry,0,13803.6,5724.8,Active,8600,13548,39176,0,Default State,1624,1200,1250,70,1, 0, 0
53,Bradley_Infa_agent,Bradley_Infantry,0,13803.6,5724.8,Active,8600,13548,39176,0,Default State,1665,1198,1250,70,1, 0, 0
54,Bradley_Infa_agent,Bradley_Infantry,0,12375.9,17475.0,Active,8600,13548,39176,0,Default State,5147,1200,1250,70,1, 0, 0
55,Bradley_Infa_agent,Bradley_Infantry,0,12375.9,17475.0,Active,8600,13548,39176,0,Default State,5156,1200,1250,70,1, 0, 0
56,Bradley_Infa_agent,Bradley_Infantry,0,12375.9,17475.0,Active,8600,13548,39176,0,Default State,0,1200,1250,70,1, 0, 0
57,Bradley_Infa_agent,Bradley_Infantry,0,12375.9,17475.0,Active,8600,13548,39176,0,Default State,0,1200,1250,70,1, 0, 0
58,Bradley_Infa_agent,Bradley_Infantry,0,12375.9,17475.0,Active,8600,13548,39176,0,Default State,0,1200,1250,70,1, 0, 0
59,Bradley_Infa_agent,Bradley_Infantry,0,12375.9,17475.0,Active,8600,13548,39176,0,Default State,0,1200,1250,70,1, 0, 0
