# MANA Agent End State Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/8/2013, 9:50:03 PM
RandSeed= -1380206475
ID,name,squad,subsquad,x,y,status,fuel,goalx,goaly,hits,state,trig_step,ammo1,ammo2,ammo3,ammo4,ammo5,ammo6
0,Minefield_agent,Minefield,0,15057.0,25808.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
1,Minefield_agent,Minefield,0,15146.0,25734.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
2,Minefield_agent,Minefield,0,15188.0,25467.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
3,Minefield_agent,Minefield,0,14997.0,25378.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
4,Minefield_agent,Minefield,0,14912.0,25773.0,Active,1000,0,0,0,Taken Shot State (Pri),6274,0, 0, 0, 0, 0, 0
5,Minefield_agent,Minefield,0,14961.0,25553.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
6,IED_agent,IED,0,15221.0,2952.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
7,AH64D_AttHel_agent,AH64D_AttHeli,0,25456.6,3240.4,Injured,7066,2419,2853,1,Default State,18000,1180,1,25, 0, 0, 0
8,AH64D_AttHel_agent,AH64D_AttHeli,0,11261.1,26093.6,Dead,7716,2419,2853,2,Fuel Out State,16200,1186,2,26, 0, 0, 0
9,Bradley M2A3_agent,Bradley M2A3,0,12029.5,29562.7,Active,1000,15000,31569,0,Shot At State (Pri),17052,842,4376,2, 0, 0, 0
10,Bradley_Infa_agent,Bradley_Infantry,0,14161.8,32869.0,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,17367,1142,1250,70,0, 0, 0
11,Bradley_Infa_agent,Bradley_Infantry,0,14092.1,32691.3,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,17494,1133,1250,70,1, 0, 0
12,Bradley_Infa_agent,Bradley_Infantry,0,14044.1,32884.4,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,17310,1169,1250,69,1, 0, 0
13,Bradley_Infa_agent,Bradley_Infantry,0,14016.2,32724.3,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,17331,998,1250,69,0, 0, 0
14,Bradley_Infa_agent,Bradley_Infantry,0,14056.4,32634.3,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,17225,1150,1250,70,1, 0, 0
15,Bradley_Infa_agent,Bradley_Infantry,0,14167.7,32510.3,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,17381,1095,1249,70,0, 0, 0
16,Bradley_Infa_agent,Bradley_Infantry,0,14199.4,32590.0,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,17408,1126,1250,70,1, 0, 0
17,Red_Inf_Squa_agent,Red_Inf_Squad,0,14296.9,3202.3,Dead,8600,0,0,1,Shot At State (Sec),367,1977,3499,20,0, 0, 0
18,Red_Inf_Squa_agent,Red_Inf_Squad,1,13841.1,3079.0,Dead,8600,0,0,1,Shot At State (Sec),395,1996,3500,20,1, 0, 0
19,Red_Inf_Squa_agent,Red_Inf_Squad,2,15544.8,3277.2,Dead,8600,0,0,1,Shot At State (Pri),221,1971,3500,20,1, 0, 0
20,Red_Inf_Squa_agent,Red_Inf_Squad,3,16169.8,2989.2,Dead,8600,0,0,1,Shot At State (Sec),176,1967,3500,20,1, 0, 0
21,Red_Inf_Squa_agent,Red_Inf_Squad,4,15924.8,3499.1,Dead,8600,0,0,1,Shot At State (Sec),193,1991,3500,20,1, 0, 0
22,Red_Inf_Squa_agent,Red_Inf_Squad,5,14928.2,3198.5,Dead,8600,0,0,1,Shot At State (Sec),190,1989,3499,20,1, 0, 0
23,Red_Inf_Squa_agent,Red_Inf_Squad,6,14952.8,3659.2,Dead,8600,0,0,1,Shot At State (Sec),177,1963,3500,20,1, 0, 0
24,Red_Inf_Squa_agent,Red_Inf_Squad,0,14421.7,3175.2,Dead,8600,0,0,1,Shot At State (Pri),239,1978,3500,20,1, 0, 0
25,Red_Inf_Squa_agent,Red_Inf_Squad,1,14025.8,3049.7,Dead,8600,0,0,1,Shot At State (Pri),189,1993,3500,20,1, 0, 0
26,Red_Inf_Squa_agent,Red_Inf_Squad,2,15541.9,3277.5,Dead,8600,0,0,1,Shot At State (Pri),171,1972,3500,20,0, 0, 0
27,Red_Inf_Squa_agent,Red_Inf_Squad,3,15468.8,2972.6,Dead,8600,0,0,1,Shot At State (Pri),147,2000,3499,20,1, 0, 0
28,Red_Inf_Squa_agent,Red_Inf_Squad,4,15653.3,3555.9,Dead,8600,0,0,1,Shot At State (Pri),168,1990,3500,20,1, 0, 0
29,Red_Inf_Squa_agent,Red_Inf_Squad,5,14928.1,3243.7,Dead,8600,0,0,1,Shot At State (Sec),156,1992,3499,20,1, 0, 0
30,Red_Inf_Squa_agent,Red_Inf_Squad,6,14949.5,3854.9,Dead,8600,0,0,1,Shot At State (Pri),186,1972,3500,20,1, 0, 0
31,Red_Inf_Squa_agent,Red_Inf_Squad,0,14299.5,3210.5,Dead,8600,0,0,1,Shot At State (Pri),163,1981,3500,20,1, 0, 0
32,Red_Inf_Squa_agent,Red_Inf_Squad,1,13994.2,3129.1,Dead,8600,0,0,1,Shot At State (Pri),381,1951,3500,20,1, 0, 0
33,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13623.3,39612.9,Active,1000,13629,39937,0,Default State,9631,42,896,4400, 0, 0, 0
34,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13626.9,39057.5,Active,1000,13629,39937,0,Default State,9631,42,894,4400, 0, 0, 0
35,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13624.8,39763.2,Active,1000,13629,39937,0,Default State,9631,38,886,4400, 0, 0, 0
36,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13623.5,39317.5,Active,1000,13629,39937,0,Default State,9631,39,898,4400, 0, 0, 0
37,Company_HQ_agent,Company_HQ,0,28633.0,704.0,Active,999999,0,0,0,Default State,0, 0, 0, 0, 0, 0, 0
38,M109A6 155mm_agent,M109A6 155mm,0,28297.0,536.0,Active,1000,0,0,0,Default State,0,16,16, 0, 0, 0, 0
39,RQ11 Raven_agent,RQ11 Raven,0,19500.2,34077.1,Active,3465,1250,37781,0,Default State,16197, 0, 0, 0, 0, 0, 0
40,Bradley_Infa_agent,Bradley_Infantry,0,13846.3,36818.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,13038,1196,1250,70,1, 0, 0
41,Bradley_Infa_agent,Bradley_Infantry,0,13846.3,36818.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,12977,1196,1250,70,1, 0, 0
42,Bradley_Infa_agent,Bradley_Infantry,0,13846.3,36818.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,15978,1198,1250,70,1, 0, 0
43,Bradley_Infa_agent,Bradley_Infantry,0,13846.3,36818.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,15972,1196,1250,70,1, 0, 0
44,Bradley_Infa_agent,Bradley_Infantry,0,14774.9,31991.1,Dead,8600,13548,39176,1,Shot At State (Pri),13018,1196,1250,70,1, 0, 0
45,Bradley_Infa_agent,Bradley_Infantry,0,14857.9,31851.4,Dead,8600,13548,39176,1,Shot At State (Pri),12897,1198,1250,70,1, 0, 0
46,Bradley_Infa_agent,Bradley_Infantry,0,14785.2,32463.6,Dead,8600,13548,39176,1,Shot At State (Pri),13492,1200,1250,70,1, 0, 0
47,Bradley_Infa_agent,Bradley_Infantry,0,14934.1,31777.8,Dead,8600,13548,39176,1,Shot At State (Pri),12025,1200,1250,70,1, 0, 0
48,Bradley_Infa_agent,Bradley_Infantry,0,13843.6,33558.6,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,10837,1200,1250,70,1, 0, 0
49,Bradley_Infa_agent,Bradley_Infantry,0,13834.4,33597.3,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,10924,1200,1250,70,1, 0, 0
50,Bradley_Infa_agent,Bradley_Infantry,0,13848.0,33599.6,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,11101,1200,1250,70,1, 0, 0
51,Bradley_Infa_agent,Bradley_Infantry,0,13843.7,33540.0,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,11252,1200,1250,70,1, 0, 0
52,Bradley_Infa_agent,Bradley_Infantry,0,13826.1,33662.7,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,13579,1200,1250,70,1, 0, 0
53,Bradley_Infa_agent,Bradley_Infantry,0,13834.2,33617.5,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,11078,1200,1250,70,1, 0, 0
54,Bradley_Infa_agent,Bradley_Infantry,0,14983.9,25705.1,Dead,8600,13548,39176,1,Shot At State (Pri),6274,1200,1250,70,1, 0, 0
55,Bradley_Infa_agent,Bradley_Infantry,0,14983.9,25705.1,Dead,8600,13548,39176,1,Shot At State (Pri),6274,1200,1250,70,1, 0, 0
56,Bradley_Infa_agent,Bradley_Infantry,0,14983.9,25705.1,Dead,8600,13548,39176,1,Shot At State (Pri),6274,1200,1250,70,1, 0, 0
57,Bradley_Infa_agent,Bradley_Infantry,0,14983.9,25705.1,Dead,8600,13548,39176,1,Shot At State (Pri),6274,1200,1250,70,1, 0, 0
58,Bradley_Infa_agent,Bradley_Infantry,0,14983.9,25705.1,Dead,8600,13548,39176,1,Shot At State (Pri),6274,1200,1250,70,1, 0, 0
59,Bradley_Infa_agent,Bradley_Infantry,0,14983.9,25705.1,Dead,8600,13548,39176,1,Shot At State (Pri),6274,1200,1250,70,1, 0, 0
60,Bradley_Infa_agent,Bradley_Infantry,0,14983.9,25705.1,Dead,8600,13548,39176,1,Shot At State (Pri),6274,1200,1250,70,1, 0, 0
61,Bradley M2A3_agent,Bradley M2A3,0,13846.3,36818.4,Active,1000,13871,37147,0,Default State,17429,890,4390,4, 0, 0, 0
62,Bradley M2A3_agent,Bradley M2A3,0,11325.0,29073.8,Active,1000,15000,31569,0,Shot At State (Pri),16202,898,4400,6, 0, 0, 0
63,Bradley M2A3_agent,Bradley M2A3,0,14983.9,25705.1,Dead,1000,15323,26434,1,Embussed Children,18129,894,4394,7, 0, 0, 0
64,Red_Inf_Squa_agent,Red_Inf_Squad,1,13565.0,26286.0,Dead,8600,0,0,1,Shot At State (Pri),4288,2000,3500,20,1, 0, 0
65,Red_Inf_Squa_agent,Red_Inf_Squad,1,13385.1,26173.1,Dead,8600,0,0,1,Shot At State (Pri),4449,1993,3500,20,1, 0, 0
66,Red_Inf_Squa_agent,Red_Inf_Squad,0,15682.8,26111.9,Dead,8600,0,0,1,Shot At State (Pri),7267,1989,3500,20,0, 0, 0
67,Red_Inf_Squa_agent,Red_Inf_Squad,1,14553.8,26314.9,Dead,8600,0,0,1,Shot At State (Sec),6689,2000,3500,20,0, 0, 0
68,Red_Inf_Squa_agent,Red_Inf_Squad,1,14225.1,26173.0,Dead,8600,0,0,1,Shot At State (Pri),4651,2000,3500,20,1, 0, 0
69,Red_Inf_Squa_agent,Red_Inf_Squad,1,13739.1,26233.9,Dead,8600,0,0,1,Shot At State (Pri),4388,2000,3500,20,1, 0, 0
