# MANA Agent End State Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/24/2013, 8:59:32 PM
RandSeed= -1148183642
ID,name,squad,subsquad,x,y,status,fuel,goalx,goaly,hits,state,trig_step,ammo1,ammo2,ammo3,ammo4,ammo5,ammo6
0,Minefield_agent,Minefield,0,14830.0,25476.0,Active,1000,0,0,0,Default State,0,1, 0, 0, 0, 0, 0
1,Minefield_agent,Minefield,0,15040.0,25805.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
2,Minefield_agent,Minefield,0,14953.0,25725.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
3,Minefield_agent,Minefield,0,14858.0,25519.0,Active,1000,0,0,0,Default State,0,1, 0, 0, 0, 0, 0
4,Minefield_agent,Minefield,0,14880.0,25391.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
5,Minefield_agent,Minefield,0,15108.0,25521.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
6,IED_agent,IED,0,15221.0,2952.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
7,AH64D_AttHel_agent,AH64D_AttHeli,0,13558.4,27740.3,Dead,3278,23669,951,2,Shot At State (Pri),11579,1140,8,11, 0, 0, 0
8,AH64D_AttHel_agent,AH64D_AttHeli,0,13878.0,24921.4,Dead,33358,23669,951,2,Injured State,5107,1174,0,30, 0, 0, 0
9,Bradley M2A3_agent,Bradley M2A3,0,13155.4,11187.7,Active,1000,13790,10333,0,Default State,2220,900,4400,7, 0, 0, 0
10,Bradley_Infa_agent,Bradley_Infantry,0,13155.4,11187.7,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,1946,1200,1250,70,1, 0, 0
11,Bradley_Infa_agent,Bradley_Infantry,0,13155.4,11187.7,Active,8600,13629,39556,0,Default State,288,1200,1250,70,1, 0, 0
12,Bradley_Infa_agent,Bradley_Infantry,0,13155.4,11187.7,Active,8600,13629,39556,0,Default State,288,1200,1250,70,1, 0, 0
13,Bradley_Infa_agent,Bradley_Infantry,0,13155.4,11187.7,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,1637,1200,1250,70,1, 0, 0
14,Bradley_Infa_agent,Bradley_Infantry,0,13155.4,11187.7,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,1503,1200,1250,70,1, 0, 0
15,Bradley_Infa_agent,Bradley_Infantry,0,13155.4,11187.7,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,874,1200,1250,70,1, 0, 0
16,Bradley_Infa_agent,Bradley_Infantry,0,13155.4,11187.7,Active,8600,13629,39556,0,Reach Dynamic Waypoint State,748,1200,1250,70,1, 0, 0
17,Red_Inf_Squa_agent,Red_Inf_Squad,0,14195.0,3163.5,Dead,8600,0,0,1,Shot At State (Pri),917,1914,3500,20,1, 0, 0
18,Red_Inf_Squa_agent,Red_Inf_Squad,1,14087.1,3103.0,Dead,8600,0,0,1,Shot At State (Pri),734,1917,3500,20,1, 0, 0
19,Red_Inf_Squa_agent,Red_Inf_Squad,2,15546.8,3268.5,Dead,8600,0,0,1,Shot At State (Pri),1264,1916,3500,20,1, 0, 0
20,Red_Inf_Squa_agent,Red_Inf_Squad,3,15903.9,2989.1,Dead,8600,0,0,1,Shot At State (Pri),524,1926,3500,20,1, 0, 0
21,Red_Inf_Squa_agent,Red_Inf_Squad,4,15760.5,3555.3,Dead,8600,0,0,1,Shot At State (Pri),1226,1988,3500,20,1, 0, 0
22,Red_Inf_Squa_agent,Red_Inf_Squad,5,14990.5,3337.8,Dead,8600,0,0,1,Shot At State (Pri),1250,1942,3500,20,1, 0, 0
23,Red_Inf_Squa_agent,Red_Inf_Squad,6,14914.4,3831.2,Dead,8600,0,0,1,Shot At State (Pri),952,1974,3500,20,1, 0, 0
24,Red_Inf_Squa_agent,Red_Inf_Squad,0,14742.1,3221.7,Dead,8600,0,0,1,Shot At State (Pri),337,2000,3500,20,1, 0, 0
25,Red_Inf_Squa_agent,Red_Inf_Squad,1,13545.9,3038.3,Dead,8600,0,0,1,Shot At State (Pri),839,1926,3500,20,0, 0, 0
26,Red_Inf_Squa_agent,Red_Inf_Squad,2,15537.3,3267.1,Dead,8600,0,0,1,Shot At State (Pri),1271,1899,3500,20,0, 0, 0
27,Red_Inf_Squa_agent,Red_Inf_Squad,3,15448.7,2993.2,Dead,8600,0,0,1,Shot At State (Sec),718,1985,3500,20,1, 0, 0
28,Red_Inf_Squa_agent,Red_Inf_Squad,4,15633.9,3540.8,Dead,8600,0,0,1,Shot At State (Pri),1140,1988,3500,20,1, 0, 0
29,Red_Inf_Squa_agent,Red_Inf_Squad,5,14990.8,3378.0,Dead,8600,0,0,1,Shot At State (Pri),1047,1976,3500,20,1, 0, 0
30,Red_Inf_Squa_agent,Red_Inf_Squad,6,14874.3,3596.9,Dead,8600,0,0,1,Shot At State (Pri),957,1976,3500,20,1, 0, 0
