# MANA Agent End State Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/13/2013, 2:18:38 AM
RandSeed= -41221972
ID,name,squad,subsquad,x,y,status,fuel,goalx,goaly,hits,state,trig_step,ammo1,ammo2,ammo3,ammo4,ammo5,ammo6
0,Minefield_agent,Minefield,0,14831.0,25464.0,Active,1000,0,0,0,Taken Shot State (Pri),5662,0, 0, 0, 0, 0, 0
1,Minefield_agent,Minefield,0,15130.0,25475.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
2,Minefield_agent,Minefield,0,15005.0,25657.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
3,Minefield_agent,Minefield,0,15145.0,25414.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
4,Minefield_agent,Minefield,0,14996.0,25637.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
5,Minefield_agent,Minefield,0,14972.0,25441.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
6,IED_agent,IED,0,15221.0,2952.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
7,AH64D_AttHel_agent,AH64D_AttHeli,0,12085.7,32836.1,Injured,3122,2419,2853,1,Default State,11888,1176,4,19, 0, 0, 0
8,AH64D_AttHel_agent,AH64D_AttHeli,0,12313.7,32953.5,Injured,3122,2419,2853,1,Contact State,12985,1174,5,23, 0, 0, 0
9,Red_Inf_Squa_agent,Red_Inf_Squad,0,14192.0,3188.0,Dead,8600,0,0,1,Shot At State (Pri),319,2000,3500,20,1, 0, 0
10,Red_Inf_Squa_agent,Red_Inf_Squad,1,14081.0,3104.0,Dead,8600,0,0,1,Shot At State (Pri),427,2000,3500,20,1, 0, 0
11,Red_Inf_Squa_agent,Red_Inf_Squad,2,15545.4,3270.8,Dead,8600,0,0,1,Shot At State (Pri),733,1895,3494,18,0, 0, 0
12,Red_Inf_Squa_agent,Red_Inf_Squad,3,16063.5,3010.0,Dead,8600,0,0,1,Shot At State (Sec),463,1966,3499,20,0, 0, 0
13,Red_Inf_Squa_agent,Red_Inf_Squad,4,15574.0,3551.3,Dead,8600,0,0,1,Shot At State (Pri),448,1991,3500,20,1, 0, 0
14,Red_Inf_Squa_agent,Red_Inf_Squad,5,14937.0,3202.2,Dead,8600,0,0,1,Shot At State (Pri),650,1801,3500,20,1, 0, 0
15,Red_Inf_Squa_agent,Red_Inf_Squad,6,14985.3,3867.2,Dead,8600,0,0,1,Shot At State (Pri),781,1920,3500,20,1, 0, 0
16,Red_Inf_Squa_agent,Red_Inf_Squad,0,14643.9,3177.4,Dead,8600,0,0,1,Shot At State (Pri),767,1899,3500,20,1, 0, 0
17,Red_Inf_Squa_agent,Red_Inf_Squad,1,13537.2,3039.0,Dead,8600,0,0,1,Shot At State (Pri),586,1963,3500,20,1, 0, 0
18,Red_Inf_Squa_agent,Red_Inf_Squad,2,15540.5,3276.2,Dead,8600,0,0,1,Shot At State (Pri),425,1975,3497,20,1, 0, 0
19,Red_Inf_Squa_agent,Red_Inf_Squad,3,16079.8,2987.7,Dead,8600,0,0,1,Shot At State (Pri),525,1942,3499,20,0, 0, 0
20,Red_Inf_Squa_agent,Red_Inf_Squad,4,15593.0,3465.1,Dead,8600,0,0,1,Shot At State (Pri),561,1936,3500,20,0, 0, 0
21,Red_Inf_Squa_agent,Red_Inf_Squad,5,14984.4,3366.0,Dead,8600,0,0,1,Shot At State (Pri),717,1848,3500,20,1, 0, 0
22,Red_Inf_Squa_agent,Red_Inf_Squad,6,14913.2,3534.2,Dead,8600,0,0,1,Shot At State (Pri),576,1945,3500,20,1, 0, 0
23,Red_Inf_Squa_agent,Red_Inf_Squad,0,14215.0,3244.0,Dead,8600,0,0,1,Shot At State (Pri),319,2000,3500,20,1, 0, 0
24,Red_Inf_Squa_agent,Red_Inf_Squad,1,13890.0,3021.0,Dead,8600,0,0,1,Shot At State (Pri),406,2000,3500,20,1, 0, 0
25,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13592.8,39747.1,Active,1000,13629,39937,0,Default State,10147,37,892,4398, 0, 0, 0
26,M1A2 Abrams _agent,M1A2 Abrams Sep,0,14748.1,25412.4,Dead,1000,15887,28273,1,Squad Taken Shot State (Pri),9647,42,890,4398, 0, 0, 0
27,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13525.4,39423.0,Active,1000,13629,39937,0,Default State,10147,41,890,4398, 0, 0, 0
28,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13664.8,15467.0,Dead,1000,13427,19905,1,Squad Taken Shot State (Pri),9647,42,900,4400, 0, 0, 0
29,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13555.5,39571.6,Active,1000,13629,39937,0,Default State,10147,41,870,4378, 0, 0, 0
30,Company_HQ_agent,Company_HQ,0,28633.0,704.0,Active,999999,0,0,0,Default State,0, 0, 0, 0, 0, 0, 0
31,M109A6 155mm_agent,M109A6 155mm,0,28312.0,907.0,Active,1000,0,0,0,Default State,0,4,16, 0, 0, 0, 0
32,M109A6 155mm_agent,M109A6 155mm,0,27700.0,320.0,Active,1000,0,0,0,Default State,0,3,16, 0, 0, 0, 0
33,M109A6 155mm_agent,M109A6 155mm,0,28538.0,238.0,Active,1000,0,0,0,Default State,0,16,16, 0, 0, 0, 0
34,RQ11 Raven_agent,RQ11 Raven,0,16683.1,3091.2,Injured,419,20887,3613,4,Default State,8100, 0, 0, 0, 0, 0, 0
35,RQ11 Raven_agent,RQ11 Raven,0,14696.5,29729.4,Dead,15356,2137,30935,2,Fuel Out State,5400, 0, 0, 0, 0, 0, 0
36,RQ11 Raven_agent,RQ11 Raven,0,7443.1,9739.3,Active,419,17419,10713,0,Default State,8100, 0, 0, 0, 0, 0, 0
37,RQ11 Raven_agent,RQ11 Raven,0,20673.7,3586.1,Injured,419,20887,3613,2,Default State,8100, 0, 0, 0, 0, 0, 0
38,Bradley_Infa_agent,Bradley_Infantry,0,15486.8,27275.4,Dead,8600,13548,39176,1,Reach Dynamic Waypoint State,1902,1200,1250,70,1, 0, 0
39,Bradley_Infa_agent,Bradley_Infantry,0,15486.8,27275.4,Dead,8600,13548,39176,1,Default State,339,1200,1250,70,1, 0, 0
40,Bradley_Infa_agent,Bradley_Infantry,0,15486.8,27275.4,Dead,8600,13548,39176,1,Default State,339,1200,1250,70,1, 0, 0
41,Bradley_Infa_agent,Bradley_Infantry,0,15205.0,1497.9,Dead,8600,13548,39176,1,Shot At State (Pri),169,1200,1250,70,1, 0, 0
42,Bradley_Infa_agent,Bradley_Infantry,0,15206.4,1500.6,Dead,8600,13548,39176,1,Shot At State (Pri),169,1200,1250,70,1, 0, 0
43,Bradley_Infa_agent,Bradley_Infantry,0,15486.8,27275.4,Dead,8600,13548,39176,1,Default State,339,1200,1250,70,1, 0, 0
44,Bradley_Infa_agent,Bradley_Infantry,0,15486.8,27275.4,Dead,8600,13548,39176,1,Reach Dynamic Waypoint State,1947,1200,1250,70,1, 0, 0
45,Bradley_Infa_agent,Bradley_Infantry,0,14503.7,30675.0,Dead,8600,13548,39176,1,Shot At State (Sec),11587,1156,1249,70,0, 0, 0
46,Bradley_Infa_agent,Bradley_Infantry,0,14256.9,31044.9,Dead,8600,13548,39176,1,Shot At State (Pri),12516,1186,1250,70,1, 0, 0
47,Bradley_Infa_agent,Bradley_Infantry,0,14318.4,30954.1,Active,8600,13548,39176,0,Taken Shot State (Pri),13025,1170,1249,70,0, 0, 0
48,Bradley_Infa_agent,Bradley_Infantry,0,14554.9,30631.0,Dead,8600,13548,39176,1,Shot At State (Pri),11530,1176,1250,70,0, 0, 0
49,Bradley_Infa_agent,Bradley_Infantry,0,15219.2,1499.1,Dead,8600,13548,39176,1,Shot At State (Pri),122,1200,1250,70,1, 0, 0
50,Bradley_Infa_agent,Bradley_Infantry,0,14571.7,30631.8,Dead,8600,13548,39176,1,Shot At State (Pri),11516,1192,1250,70,1, 0, 0
51,Bradley_Infa_agent,Bradley_Infantry,0,14571.8,30632.0,Dead,8600,13548,39176,1,Shot At State (Pri),11516,1192,1250,70,0, 0, 0
