# MANA Agent End State Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/24/2013, 10:15:04 PM
RandSeed= -262623580
ID,name,squad,subsquad,x,y,status,fuel,goalx,goaly,hits,state,trig_step,ammo1,ammo2,ammo3,ammo4,ammo5,ammo6
0,Minefield_agent,Minefield,0,14824.0,25402.0,Active,1000,0,0,0,Default State,0,1, 0, 0, 0, 0, 0
1,Minefield_agent,Minefield,0,15046.0,25481.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
2,Minefield_agent,Minefield,0,15052.0,25398.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
3,Minefield_agent,Minefield,0,15031.0,25414.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
4,Minefield_agent,Minefield,0,14834.0,25463.0,Active,1000,0,0,0,Default State,0,1, 0, 0, 0, 0, 0
5,Minefield_agent,Minefield,0,15208.0,25537.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
6,IED_agent,IED,0,15221.0,2952.0,Dead,1000,0,0,1,Default State,0,1, 0, 0, 0, 0, 0
7,AH64D_AttHel_agent,AH64D_AttHeli,0,12498.1,25305.0,Dead,47554,21129,4501,2,Injured State,20405,1186,0,17, 0, 0, 0
8,AH64D_AttHel_agent,AH64D_AttHeli,0,14718.3,14558.9,Injured,3094,19073,8304,1,Default State,22367,1166,8,8, 0, 0, 0
9,Bradley M2A3_agent,Bradley M2A3,0,12991.8,15388.9,Active,1000,13629,14834,0,Default State,0,900,4400,7, 0, 0, 0
10,Bradley_Infa_agent,Bradley_Infantry,0,12991.8,15388.9,Active,8600,13629,39556,0,Default State,0,1200,1250,70,1, 0, 0
11,Bradley_Infa_agent,Bradley_Infantry,0,12991.8,15388.9,Active,8600,13629,39556,0,Default State,0,1200,1250,70,1, 0, 0
12,Bradley_Infa_agent,Bradley_Infantry,0,12991.8,15388.9,Active,8600,13629,39556,0,Default State,0,1200,1250,70,1, 0, 0
13,Bradley_Infa_agent,Bradley_Infantry,0,12991.8,15388.9,Active,8600,13629,39556,0,Default State,0,1200,1250,70,1, 0, 0
14,Bradley_Infa_agent,Bradley_Infantry,0,12991.8,15388.9,Active,8600,13629,39556,0,Default State,0,1200,1250,70,1, 0, 0
15,Bradley_Infa_agent,Bradley_Infantry,0,12991.8,15388.9,Active,8600,13629,39556,0,Default State,0,1200,1250,70,1, 0, 0
16,Bradley_Infa_agent,Bradley_Infantry,0,12991.8,15388.9,Active,8600,13629,39556,0,Default State,0,1200,1250,70,1, 0, 0
17,Red_Inf_Squa_agent,Red_Inf_Squad,0,14187.0,3194.0,Dead,8600,0,0,1,Shot At State (Pri),330,2000,3500,20,1, 0, 0
18,Red_Inf_Squa_agent,Red_Inf_Squad,1,13712.6,3060.1,Dead,8600,0,0,1,Shot At State (Sec),707,2000,3500,20,1, 0, 0
19,Red_Inf_Squa_agent,Red_Inf_Squad,2,15542.9,3275.9,Dead,8600,0,0,1,Shot At State (Pri),216,2000,3494,20,1, 0, 0
20,Red_Inf_Squa_agent,Red_Inf_Squad,3,16011.7,2997.8,Dead,8600,0,0,1,Shot At State (Pri),508,1990,3500,20,1, 0, 0
21,Red_Inf_Squa_agent,Red_Inf_Squad,4,15874.4,3515.4,Dead,8600,0,0,1,Shot At State (Pri),791,1919,3500,20,1, 0, 0
22,Red_Inf_Squa_agent,Red_Inf_Squad,5,14957.2,3361.6,Dead,8600,0,0,1,Shot At State (Sec),691,1933,3499,20,0, 0, 0
23,Red_Inf_Squa_agent,Red_Inf_Squad,6,14901.1,3891.4,Dead,8600,0,0,1,Shot At State (Pri),1019,1943,3500,20,1, 0, 0
24,Red_Inf_Squa_agent,Red_Inf_Squad,0,14248.0,3257.0,Dead,8600,0,0,1,Shot At State (Pri),221,2000,3500,20,1, 0, 0
25,Red_Inf_Squa_agent,Red_Inf_Squad,1,14048.0,3063.0,Dead,8600,0,0,1,Shot At State (Pri),257,2000,3500,20,1, 0, 0
26,Red_Inf_Squa_agent,Red_Inf_Squad,2,15536.9,3262.2,Dead,8600,0,0,1,Shot At State (Pri),782,1910,3488,18,0, 0, 0
27,Red_Inf_Squa_agent,Red_Inf_Squad,3,16158.1,3014.5,Dead,8600,0,0,1,Shot At State (Pri),404,1982,3500,20,1, 0, 0
28,Red_Inf_Squa_agent,Red_Inf_Squad,4,15871.6,3496.8,Dead,8600,0,0,1,Shot At State (Pri),786,1927,3500,20,1, 0, 0
29,Red_Inf_Squa_agent,Red_Inf_Squad,5,14942.7,3322.7,Dead,8600,0,0,1,Shot At State (Pri),717,1976,3498,20,1, 0, 0
30,Red_Inf_Squa_agent,Red_Inf_Squad,6,14946.5,3877.5,Dead,8600,0,0,1,Shot At State (Pri),974,1969,3500,20,1, 0, 0
31,Red_Inf_Squa_agent,Red_Inf_Squad,0,14248.0,3210.0,Dead,8600,0,0,1,Shot At State (Pri),236,2000,3500,20,1, 0, 0
32,Red_Inf_Squa_agent,Red_Inf_Squad,1,13962.3,3088.2,Dead,8600,0,0,1,Shot At State (Sec),1091,1987,3500,20,1, 0, 0
33,M1A2 Abrams _agent,M1A2 Abrams Sep,0,15220.4,3264.4,Dead,1000,15040,4564,1,Squad Taken Shot State (Pri),27872,42,892,4400, 0, 0, 0
34,M1A2 Abrams _agent,M1A2 Abrams Sep,0,12937.2,17520.1,Dead,1000,13427,19905,1,Squad Taken Shot State (Pri),27872,42,862,4388, 0, 0, 0
35,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13469.1,39843.3,Active,1000,13629,39937,0,Default State,28372,26,808,4350, 0, 0, 0
36,M1A2 Abrams _agent,M1A2 Abrams Sep,0,13184.8,16391.9,Dead,1000,13427,19905,1,Squad Taken Shot State (Pri),27872,41,874,4390, 0, 0, 0
37,Company_HQ_agent,Company_HQ,0,28633.0,704.0,Active,999999,0,0,0,Default State,0, 0, 0, 0, 0, 0, 0
38,M109A6 155mm_agent,M109A6 155mm,0,27986.0,697.0,Active,1000,0,0,0,Default State,0,16,16, 0, 0, 0, 0
39,RQ11 Raven_agent,RQ11 Raven,0,15443.5,2812.6,Dead,51392,20887,3613,5,Fuel Out State,5400, 0, 0, 0, 0, 0, 0
40,Bradley_Infa_agent,Bradley_Infantry,0,12583.4,17619.5,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,1842,1178,1250,70,0, 0, 0
41,Bradley_Infa_agent,Bradley_Infantry,0,12583.4,17619.5,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,2427,1178,1250,70,1, 0, 0
42,Bradley_Infa_agent,Bradley_Infantry,0,12583.4,17619.5,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,2070,1180,1250,70,1, 0, 0
43,Bradley_Infa_agent,Bradley_Infantry,0,12583.4,17619.5,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,1711,1178,1250,70,1, 0, 0
44,Bradley_Infa_agent,Bradley_Infantry,0,12583.4,17619.5,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,2200,1178,1250,70,1, 0, 0
45,Bradley_Infa_agent,Bradley_Infantry,0,15616.0,3110.2,Dead,8600,13548,39176,1,Shot At State (Pri),736,1200,1250,70,1, 0, 0
46,Bradley_Infa_agent,Bradley_Infantry,0,12583.4,17619.5,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,1727,1178,1250,70,1, 0, 0
47,Bradley_Infa_agent,Bradley_Infantry,0,13325.4,15055.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,2109,1200,1250,70,1, 0, 0
48,Bradley_Infa_agent,Bradley_Infantry,0,13325.4,15055.4,Active,8600,13548,39176,0,Default State,349,1200,1250,70,1, 0, 0
49,Bradley_Infa_agent,Bradley_Infantry,0,13325.4,15055.4,Active,8600,13548,39176,0,Default State,349,1200,1250,70,1, 0, 0
50,Bradley_Infa_agent,Bradley_Infantry,0,13325.4,15055.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,1941,1200,1250,70,1, 0, 0
51,Bradley_Infa_agent,Bradley_Infantry,0,13325.4,15055.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,1995,1200,1250,70,1, 0, 0
52,Bradley_Infa_agent,Bradley_Infantry,0,13325.4,15055.4,Active,8600,13548,39176,0,Default State,1173,1200,1250,70,0, 0, 0
53,Bradley_Infa_agent,Bradley_Infantry,0,13325.4,15055.4,Active,8600,13548,39176,0,Reach Dynamic Waypoint State,1716,1200,1250,70,1, 0, 0
54,Bradley_Infa_agent,Bradley_Infantry,0,12617.5,17658.8,Active,8600,13548,39176,0,Default State,4474,1200,1250,70,1, 0, 0
55,Bradley_Infa_agent,Bradley_Infantry,0,12617.5,17658.8,Active,8600,13548,39176,0,Default State,5051,1200,1250,70,1, 0, 0
56,Bradley_Infa_agent,Bradley_Infantry,0,12617.5,17658.8,Active,8600,13548,39176,0,Default State,0,1200,1250,70,1, 0, 0
57,Bradley_Infa_agent,Bradley_Infantry,0,12617.5,17658.8,Active,8600,13548,39176,0,Default State,0,1200,1250,70,1, 0, 0
58,Bradley_Infa_agent,Bradley_Infantry,0,12617.5,17658.8,Active,8600,13548,39176,0,Default State,0,1200,1250,70,1, 0, 0
59,Bradley_Infa_agent,Bradley_Infantry,0,12617.5,17658.8,Active,8600,13548,39176,0,Default State,4820,1200,1250,70,1, 0, 0
60,Bradley_Infa_agent,Bradley_Infantry,0,12617.5,17658.8,Active,8600,13548,39176,0,Default State,4613,1200,1250,70,1, 0, 0
61,Bradley M2A3_agent,Bradley M2A3,0,12583.4,17619.5,Active,1000,13468,19905,0,Default State,2833,880,4380,3, 0, 0, 0
62,Bradley M2A3_agent,Bradley M2A3,0,13325.4,15055.4,Active,1000,13629,14834,0,Default State,2279,900,4400,5, 0, 0, 0
63,Bradley M2A3_agent,Bradley M2A3,0,12617.5,17658.8,Active,1000,13468,19905,0,Default State,2263,900,4400,7, 0, 0, 0
64,Red_Inf_Squa_agent,Red_Inf_Squad,1,14679.0,26282.0,Dead,8600,0,0,1,Shot At State (Pri),20440,2000,3500,20,1, 0, 0
65,Red_Inf_Squa_agent,Red_Inf_Squad,1,14111.0,26154.3,Dead,8600,0,0,1,Shot At State (Sec),22023,2000,3500,20,1, 0, 0
66,Red_Inf_Squa_agent,Red_Inf_Squad,1,13605.6,26282.5,Active,8600,0,0,0,Default State,22170,2000,3500,20,0, 0, 0
67,Red_Inf_Squa_agent,Red_Inf_Squad,1,13765.3,26034.2,Active,8600,0,0,0,Default State,21460,2000,3500,20,0, 0, 0
68,Red_Inf_Squa_agent,Red_Inf_Squad,1,14685.7,26217.8,Dead,8600,0,0,1,Shot At State (Pri),20539,2000,3500,20,1, 0, 0
69,Red_Inf_Squa_agent,Red_Inf_Squad,1,13282.5,26133.1,Dead,8600,0,0,1,Shot At State (Sec),22169,1966,3500,20,0, 0, 0
70,Red_Inf_Squa_agent,Red_Inf_Squad,1,14923.3,26215.5,Active,8600,0,0,0,Default State,24124,2000,3500,20,0, 0, 0
